Country Name,Country Code,Year,Region,IncomeGroup,EnrollmentRate,EducationLevel,Gender
"Iran, Islamic Rep.",IRN,2001,Middle East & North Africa,Lower middle income,19.3390998840332,Tertiary,Female
Italy,ITA,1979,Europe & Central Asia,High income,22.6779308319092,Tertiary,Female
Italy,ITA,2015,Europe & Central Asia,High income,70.8464736938477,Tertiary,Female
Cambodia,KHM,1996,East Asia & Pacific,Lower middle income,0.494260013103485,Tertiary,Female
Libya,LBY,2000,Middle East & North Africa,Upper middle income,48.2077713012695,Tertiary,Female
Lower middle income,LMC,1995,,,6.38685989379883,Tertiary,Female
Madagascar,MDG,1990,Sub-Saharan Africa,Low income,2.99528002738953,Tertiary,Female
Middle income,MIC,1973,,,5.5900502204895,Tertiary,Female
North Macedonia,MKD,2002,Europe & Central Asia,Upper middle income,30.4560203552246,Tertiary,Female
Mali,MLI,1978,Sub-Saharan Africa,Low income,0.167769998311996,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1974,,,4.31751012802124,Tertiary,Female
Niger,NER,1983,Sub-Saharan Africa,Low income,0.122560001909733,Tertiary,Female
Pre-demographic dividend,PRE,1978,,,1.29631996154785,Tertiary,Female
Pre-demographic dividend,PRE,1989,,,1.87829005718231,Tertiary,Female
Pre-demographic dividend,PRE,2007,,,4.80881977081299,Tertiary,Female
South Asia,SAS,1981,,,2.49744009971619,Tertiary,Female
South Asia,SAS,2001,,,6.72862005233765,Tertiary,Female
Sub-Saharan Africa,SSF,1980,,,1.53993999958038,Tertiary,Female
Sweden,SWE,1974,Europe & Central Asia,High income,20.92626953125,Tertiary,Female
Chad,TCD,2005,Sub-Saharan Africa,Low income,0.17145000398159,Tertiary,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1970,,,33.1210594177246,Tertiary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,,,8.00498008728027,Tertiary,Female
Tunisia,TUN,2005,Middle East & North Africa,Lower middle income,35.1509895324707,Tertiary,Female
Tanzania,TZA,1996,Sub-Saharan Africa,Lower middle income,0.19463999569416,Tertiary,Female
Uganda,UGA,2012,Sub-Saharan Africa,Low income,3.19569993019104,Tertiary,Female
Upper middle income,UMC,2016,,,54.144401550293,Tertiary,Female
St. Vincent and the Grenadines,VCT,2015,Latin America & Caribbean,Upper middle income,29.7721691131592,Tertiary,Female
"Venezuela, RB",VEN,2002,Latin America & Caribbean,,40.3138999938965,Tertiary,Female
Benin,BEN,2014,Sub-Saharan Africa,Lower middle income,8.50553035736084,Tertiary,Female
Bulgaria,BGR,1981,Europe & Central Asia,Upper middle income,18.5794506072998,Tertiary,Female
Barbados,BRB,1999,Latin America & Caribbean,High income,49.0419082641602,Tertiary,Female
Canada,CAN,2000,North America,High income,67.9627532958984,Tertiary,Female
Cameroon,CMR,1971,Sub-Saharan Africa,Lower middle income,0.0752099975943565,Tertiary,Female
East Asia & Pacific,EAS,2005,,,22.2769794464111,Tertiary,Female
Europe & Central Asia,ECS,2005,,,61.5421409606934,Tertiary,Female
"Egypt, Arab Rep.",EGY,1979,Middle East & North Africa,Lower middle income,10.138500213623,Tertiary,Female
Estonia,EST,1997,Europe & Central Asia,High income,47.9485702514648,Tertiary,Female
Finland,FIN,1995,Europe & Central Asia,High income,72.936882019043,Tertiary,Female
Georgia,GEO,2005,Europe & Central Asia,Upper middle income,53.4897193908691,Tertiary,Female
Greece,GRC,1982,Europe & Central Asia,High income,14.962329864502,Tertiary,Female
Greece,GRC,2007,Europe & Central Asia,High income,90.4915466308594,Tertiary,Female
Guatemala,GTM,1974,Latin America & Caribbean,Upper middle income,1.48045003414154,Tertiary,Female
Hungary,HUN,2013,Europe & Central Asia,High income,64.5795822143555,Tertiary,Female
Hungary,HUN,2017,Europe & Central Asia,High income,53.9129486083984,Tertiary,Female
IBRD only,IBD,2009,,,27.8828105926514,Tertiary,Female
Jordan,JOR,2002,Middle East & North Africa,Upper middle income,30.1327095031738,Tertiary,Female
Mauritius,MUS,2014,Sub-Saharan Africa,Upper middle income,43.2023887634277,Tertiary,Female
Malaysia,MYS,2004,East Asia & Pacific,Upper middle income,33.9264984130859,Tertiary,Female
Nicaragua,NIC,1986,Latin America & Caribbean,Lower middle income,8.4568395614624,Tertiary,Female
Other small states,OSS,2002,,,11.8310499191284,Tertiary,Female
El Salvador,SLV,2014,Latin America & Caribbean,Lower middle income,29.1317100524902,Tertiary,Female
Somalia,SOM,1976,Sub-Saharan Africa,Low income,0.120119996368885,Tertiary,Female
Small states,SST,2011,,,21.1768093109131,Tertiary,Female
South Asia (IDA & IBRD),TSA,1970,,,1.84238994121552,Tertiary,Female
World,WLD,1989,,,12.4837799072266,Tertiary,Female
Samoa,WSM,2000,East Asia & Pacific,Lower middle income,7.23857021331787,Tertiary,Female
Albania,ALB,1998,Europe & Central Asia,Upper middle income,15.1570596694946,Tertiary,Female
Armenia,ARM,2000,Europe & Central Asia,Upper middle income,39.2669296264648,Tertiary,Female
Austria,AUT,1977,Europe & Central Asia,High income,15.0820302963257,Tertiary,Female
Benin,BEN,2001,Sub-Saharan Africa,Lower middle income,1.78047001361847,Tertiary,Female
Belize,BLZ,1971,Latin America & Caribbean,Lower middle income,1.45568001270294,Tertiary,Female
Central African Republic,CAF,1991,Sub-Saharan Africa,Low income,0.408080011606216,Tertiary,Female
Caribbean small states,CSS,2003,,,21.7384204864502,Tertiary,Female
Cuba,CUB,1994,Latin America & Caribbean,Upper middle income,18.7282600402832,Tertiary,Female
Europe & Central Asia,ECS,1986,,,31.0601692199707,Tertiary,Female
"Hong Kong SAR, China",HKG,2005,East Asia & Pacific,High income,33.6394081115723,Tertiary,Female
Hungary,HUN,1987,Europe & Central Asia,High income,17.1916599273682,Tertiary,Female
Hungary,HUN,2002,Europe & Central Asia,High income,50.3957481384277,Tertiary,Female
IBRD only,IBD,2017,,,44.9671592712402,Tertiary,Female
IDA blend,IDB,2002,,,4.82180976867676,Tertiary,Female
Iraq,IRQ,1974,Middle East & North Africa,Upper middle income,3.11828994750977,Tertiary,Female
Italy,ITA,1975,Europe & Central Asia,High income,18.9800491333008,Tertiary,Female
Kuwait,KWT,2016,Middle East & North Africa,High income,81.5346908569336,Tertiary,Female
Lao PDR,LAO,1993,East Asia & Pacific,Lower middle income,0.796580016613007,Tertiary,Female
Low & middle income,LMY,1994,,,8.00547981262207,Tertiary,Female
Late-demographic dividend,LTE,1985,,,9.02348041534424,Tertiary,Female
"Macao SAR, China",MAC,2012,East Asia & Pacific,High income,56.6582412719727,Tertiary,Female
Madagascar,MDG,2015,Sub-Saharan Africa,Low income,4.56488990783691,Tertiary,Female
Middle East & North Africa,MEA,1970,,,3.58575010299683,Tertiary,Female
North America,NAC,1989,,,75.9948425292969,Tertiary,Female
Oman,OMN,1990,Middle East & North Africa,High income,4.01081991195679,Tertiary,Female
Poland,POL,2014,Europe & Central Asia,High income,83.4928512573242,Tertiary,Female
Portugal,PRT,2003,Europe & Central Asia,High income,63.2404708862305,Tertiary,Female
Post-demographic dividend,PST,2016,,,85.3118667602539,Tertiary,Female
Romania,ROU,2005,Europe & Central Asia,Upper middle income,51.9410781860352,Tertiary,Female
South Asia,SAS,1972,,,1.89313995838165,Tertiary,Female
Saudi Arabia,SAU,1984,Middle East & North Africa,High income,6.23978996276855,Tertiary,Female
Sudan,SDN,2008,Sub-Saharan Africa,Low income,15.8795404434204,Tertiary,Female
El Salvador,SLV,2018,Latin America & Caribbean,Lower middle income,31.1478004455566,Tertiary,Female
San Marino,SMR,2019,Europe & Central Asia,High income,44.4168701171875,Tertiary,Female
Sub-Saharan Africa (excluding high income),SSA,2016,,,7.81021976470947,Tertiary,Female
South Asia (IDA & IBRD),TSA,1983,,,2.85830998420715,Tertiary,Female
South Asia (IDA & IBRD),TSA,2003,,,7.28072023391724,Tertiary,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,,,1.16191005706787,Tertiary,Female
Tunisia,TUN,2002,Middle East & North Africa,Lower middle income,25.2336292266846,Tertiary,Female
Vietnam,VNM,1976,East Asia & Pacific,Lower middle income,1.35494005680084,Tertiary,Female
World,WLD,2000,,,19.0276298522949,Tertiary,Female
"Yemen, Rep.",YEM,2007,Middle East & North Africa,Low income,6.20182991027832,Tertiary,Female
Bangladesh,BGD,2006,South Asia,Lower middle income,5.22810983657837,Tertiary,Female
Bermuda,BMU,2017,North America,High income,22.4610404968262,Tertiary,Female
China,CHN,2005,East Asia & Pacific,Upper middle income,18.0885391235352,Tertiary,Female
Germany,DEU,1993,Europe & Central Asia,High income,33.9138488769531,Tertiary,Female
East Asia & Pacific (excluding high income),EAP,2011,,,27.3232192993164,Tertiary,Female
Early-demographic dividend,EAR,2013,,,26.9367408752441,Tertiary,Female
"Egypt, Arab Rep.",EGY,2011,Middle East & North Africa,Lower middle income,25.5257606506348,Tertiary,Female
Fragile and conflict affected situations,FCS,2015,,,14.2496299743652,Tertiary,Female
Guyana,GUY,1979,Latin America & Caribbean,Upper middle income,2.73166990280151,Tertiary,Female
"Hong Kong SAR, China",HKG,2019,East Asia & Pacific,High income,85.470100402832,Tertiary,Female
IBRD only,IBD,2013,,,36.6111106872559,Tertiary,Female
IDA blend,IDB,1998,,,3.75030994415283,Tertiary,Female
IDA blend,IDB,2019,,,8.89663028717041,Tertiary,Female
Ireland,IRL,1974,Europe & Central Asia,High income,8.53736019134521,Tertiary,Female
Italy,ITA,1985,Europe & Central Asia,High income,23.7156791687012,Tertiary,Female
Latin America & Caribbean (excluding high income),LAC,2019,,,58.4395713806152,Tertiary,Female
Middle East & North Africa (excluding high income),MNA,1973,,,4.00735998153687,Tertiary,Female
Mauritius,MUS,2009,Sub-Saharan Africa,Upper middle income,35.0156402587891,Tertiary,Female
North America,NAC,2008,,,97.4187698364258,Tertiary,Female
Nicaragua,NIC,1983,Latin America & Caribbean,Lower middle income,9.42508983612061,Tertiary,Female
Nepal,NPL,1989,South Asia,Lower middle income,2.36855006217957,Tertiary,Female
Post-demographic dividend,PST,2002,,,68.0289611816406,Tertiary,Female
Saudi Arabia,SAU,1975,Middle East & North Africa,High income,0.973129987716675,Tertiary,Female
Senegal,SEN,2011,Sub-Saharan Africa,Lower middle income,7.32529020309448,Tertiary,Female
Sub-Saharan Africa,SSF,1971,,,1.15645003318787,Tertiary,Female
Sweden,SWE,2009,Europe & Central Asia,High income,87.1515579223633,Tertiary,Female
Chad,TCD,1985,Sub-Saharan Africa,Low income,0.0670799985527992,Tertiary,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1995,,,12.519229888916,Tertiary,Female
South Asia (IDA & IBRD),TSA,1980,,,2.32876992225647,Tertiary,Female
South Asia (IDA & IBRD),TSA,1997,,,4.32571983337402,Tertiary,Female
Albania,ALB,1994,Europe & Central Asia,Upper middle income,11.1799898147583,Tertiary,Female
Austria,AUT,1975,Europe & Central Asia,High income,12.3777799606323,Tertiary,Female
Benin,BEN,1971,Sub-Saharan Africa,Lower middle income,0.0180099997669458,Tertiary,Female
Brazil,BRA,2011,Latin America & Caribbean,Upper middle income,49.3431396484375,Tertiary,Female
Czech Republic,CZE,1984,Europe & Central Asia,High income,14.2662000656128,Tertiary,Female
Europe & Central Asia,ECS,1989,,,32.353588104248,Tertiary,Female
Euro area,EMU,2010,,,70.4683609008789,Tertiary,Female
Spain,ESP,2016,Europe & Central Asia,High income,94.4116897583008,Tertiary,Female
Estonia,EST,2017,Europe & Central Asia,High income,84.8244705200195,Tertiary,Female
Gabon,GAB,2003,Sub-Saharan Africa,Upper middle income,6.12375020980835,Tertiary,Female
Hungary,HUN,1986,Europe & Central Asia,High income,17.6439990997314,Tertiary,Female
IBRD only,IBD,1979,,,7.59189987182617,Tertiary,Female
IBRD only,IBD,2011,,,32.1794509887695,Tertiary,Female
Ireland,IRL,2016,Europe & Central Asia,High income,81.5644683837891,Tertiary,Female
Libya,LBY,1999,Middle East & North Africa,Upper middle income,51.9046211242676,Tertiary,Female
Liechtenstein,LIE,2006,Europe & Central Asia,High income,18.071159362793,Tertiary,Female
Lower middle income,LMC,1982,,,5.56096982955933,Tertiary,Female
Lithuania,LTU,2017,Europe & Central Asia,High income,84.0010375976563,Tertiary,Female
Morocco,MAR,1995,Middle East & North Africa,Lower middle income,9.57870960235596,Tertiary,Female
North Macedonia,MKD,2013,Europe & Central Asia,Upper middle income,42.2475891113281,Tertiary,Female
Mali,MLI,2002,Sub-Saharan Africa,Low income,1.39509999752045,Tertiary,Female
Malta,MLT,2012,Middle East & North Africa,High income,49.1004219055176,Tertiary,Female
Mozambique,MOZ,2002,Sub-Saharan Africa,Low income,0.414600014686584,Tertiary,Female
Malaysia,MYS,2013,East Asia & Pacific,Upper middle income,45.2157516479492,Tertiary,Female
Niger,NER,1984,Sub-Saharan Africa,Low income,0.184039995074272,Tertiary,Female
Netherlands,NLD,2001,Europe & Central Asia,High income,55.7601585388184,Tertiary,Female
Norway,NOR,1982,Europe & Central Asia,High income,26.3468494415283,Tertiary,Female
Nepal,NPL,2017,South Asia,Lower middle income,11.6411800384521,Tertiary,Female
Other small states,OSS,1996,,,9.02676010131836,Tertiary,Female
Small states,SST,1980,,,5.23942995071411,Tertiary,Female
Syrian Arab Republic,SYR,1981,Middle East & North Africa,Low income,9.57472038269043,Tertiary,Female
Togo,TGO,1978,Sub-Saharan Africa,Low income,0.562150001525879,Tertiary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1986,,,14.347430229187,Tertiary,Female
South Asia (IDA & IBRD),TSA,1985,,,3.143630027771,Tertiary,Female
Uganda,UGA,2014,Sub-Saharan Africa,Low income,4.09987020492554,Tertiary,Female
Albania,ALB,2008,Europe & Central Asia,Upper middle income,36.4862785339355,Tertiary,Female
Argentina,ARG,1987,Latin America & Caribbean,Upper middle income,41.5219802856445,Tertiary,Female
Azerbaijan,AZE,2012,Europe & Central Asia,Upper middle income,20.9255294799805,Tertiary,Female
Burundi,BDI,1984,Sub-Saharan Africa,Low income,0.299829989671707,Tertiary,Female
Belgium,BEL,1995,Europe & Central Asia,High income,53.9365196228027,Tertiary,Female
Brunei Darussalam,BRN,2003,East Asia & Pacific,High income,17.9121704101563,Tertiary,Female
Bhutan,BTN,1980,South Asia,Lower middle income,0.391759991645813,Tertiary,Female
Caribbean small states,CSS,1983,,,5.84927988052368,Tertiary,Female
Cyprus,CYP,1978,Europe & Central Asia,High income,1.94007003307343,Tertiary,Female
East Asia & Pacific,EAS,1991,,,6.04551982879639,Tertiary,Female
East Asia & Pacific,EAS,1993,,,6.32164001464844,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,1981,,,36.4100914001465,Tertiary,Female
United Kingdom,GBR,1978,Europe & Central Asia,High income,13.9302701950073,Tertiary,Female
High income,HIC,1985,,,34.2133598327637,Tertiary,Female
Croatia,HRV,1999,Europe & Central Asia,High income,34.2715492248535,Tertiary,Female
IDA & IBRD total,IBT,1974,,,5.69378995895386,Tertiary,Female
Jordan,JOR,2012,Middle East & North Africa,Upper middle income,44.8453712463379,Tertiary,Female
Kazakhstan,KAZ,2006,Europe & Central Asia,Upper middle income,67.7493286132813,Tertiary,Female
Low income,LIC,1972,,,2.52427005767822,Tertiary,Female
Morocco,MAR,1975,Middle East & North Africa,Lower middle income,0.831709980964661,Tertiary,Female
Middle East & North Africa,MEA,2019,,,42.6001510620117,Tertiary,Female
Mexico,MEX,2009,Latin America & Caribbean,Upper middle income,26.2889995574951,Tertiary,Female
Mozambique,MOZ,2001,Sub-Saharan Africa,Low income,0.342750012874603,Tertiary,Female
Mauritius,MUS,1970,Sub-Saharan Africa,Upper middle income,0.240130007266998,Tertiary,Female
Pakistan,PAK,2006,South Asia,Lower middle income,4.565269947052,Tertiary,Female
West Bank and Gaza,PSE,2009,Middle East & North Africa,Lower middle income,52.6987686157227,Tertiary,Female
Post-demographic dividend,PST,1999,,,60.761661529541,Tertiary,Female
Post-demographic dividend,PST,2001,,,62.542911529541,Tertiary,Female
Qatar,QAT,2006,Middle East & North Africa,High income,31.1058807373047,Tertiary,Female
Romania,ROU,2017,Europe & Central Asia,Upper middle income,55.4364814758301,Tertiary,Female
Rwanda,RWA,2017,Sub-Saharan Africa,Low income,6.97135019302368,Tertiary,Female
Serbia,SRB,2015,Europe & Central Asia,Upper middle income,66.8778915405273,Tertiary,Female
Sub-Saharan Africa (excluding high income),SSA,1971,,,1.15810000896454,Tertiary,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2019,,,76.1938018798828,Tertiary,Female
Togo,TGO,2014,Sub-Saharan Africa,Low income,6.1472601890564,Tertiary,Female
Tajikistan,TJK,2001,Europe & Central Asia,Lower middle income,10.0421895980835,Tertiary,Female
Ukraine,UKR,2012,Europe & Central Asia,Lower middle income,87.596321105957,Tertiary,Female
World,WLD,1986,,,12.1486101150513,Tertiary,Female
Argentina,ARG,2006,Latin America & Caribbean,Upper middle income,80.4840316772461,Tertiary,Female
Australia,AUS,1985,East Asia & Pacific,High income,27.1042194366455,Tertiary,Female
Burkina Faso,BFA,1978,Sub-Saharan Africa,Low income,0.0948000028729439,Tertiary,Female
Switzerland,CHE,1978,Europe & Central Asia,High income,8.97939968109131,Tertiary,Female
Cameroon,CMR,2011,Sub-Saharan Africa,Lower middle income,10.2234401702881,Tertiary,Female
Cameroon,CMR,2015,Sub-Saharan Africa,Lower middle income,15.1073598861694,Tertiary,Female
Cuba,CUB,1974,Latin America & Caribbean,Upper middle income,4.92756986618042,Tertiary,Female
Cyprus,CYP,1983,Europe & Central Asia,High income,2.57930994033813,Tertiary,Female
Cyprus,CYP,1988,Europe & Central Asia,High income,7.08323001861572,Tertiary,Female
Czech Republic,CZE,1979,Europe & Central Asia,High income,12.3214101791382,Tertiary,Female
Czech Republic,CZE,1989,Europe & Central Asia,High income,14.4552803039551,Tertiary,Female
Denmark,DNK,1977,Europe & Central Asia,High income,29.1524906158447,Tertiary,Female
Europe & Central Asia (excluding high income),ECA,2011,,,62.959831237793,Tertiary,Female
Europe & Central Asia,ECS,1971,,,23.9137592315674,Tertiary,Female
Finland,FIN,1998,Europe & Central Asia,High income,86.6335983276367,Tertiary,Female
Hungary,HUN,1974,Europe & Central Asia,High income,10.2021999359131,Tertiary,Female
